#SampleID	origin_id	id	well	concentration	rain_event	Env	soil_history	SourceSink	soil_layer	soil_event	sample_type	experiment_day	manure_and_control_soil	Proportion_manure	Proportion_SD_manure	Proportion_Nt	Proportion_SD_Nt	Proportion_Unknown	Proportion_SD_Unknown	Proportion_This_Env	Proportion_SD_This_Env
S_485	A478MaCpS3B_S240_L001_MINLEN-MAXLEN.q25_fixlized.fa	A478MaCpS3B	D12	2.31391	x	soil	Cp	sink	B	S3	sc_samples	108	no	0.6095	0.00212132034355964	0	0	0.3905	0.00212132034355964	NA	NA
S_49	A042CoNtR2_S365_L001_MINLEN-MAXLEN.q25_fixlized.fa	A042CoNtR2	G5	5.7469	R2	water	Nt	sink	x	x	sc_samples	24	no	0	0	0.275	0.00282842712474619	0.725	0.00282842712474619	NA	NA
S_50	A043CoNtR2_S366_L001_MINLEN-MAXLEN.q25_fixlized.fa	A043CoNtR2	G6	2.2119	R2	water	Nt	sink	x	x	sc_samples	24	no	0.009	0.0127279220613579	0.269	0.0014142135623731	0.722	0.0113137084989848	NA	NA
S_51	A044CoCpR2_S376_L001_MINLEN-MAXLEN.q25_fixlized.fa	A044CoCpR2	H4	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.3055	0.00494974746830584	0.0335	0.00212132034355964	0.661	0.00282842712474619	NA	NA
S_52	A045CoCpR2_S377_L001_MINLEN-MAXLEN.q25_fixlized.fa	A045CoCpR2	H5	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.326	0.0113137084989848	0.0195	0.00494974746830583	0.6545	0.00636396103067893	NA	NA
S_53	A046CoCpR2_S378_L001_MINLEN-MAXLEN.q25_fixlized.fa	A046CoCpR2	H6	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.411	0.00282842712474619	0.021	0.00141421356237309	0.568	0.00424264068711929	NA	NA
S_54	A047CoCpR2_S295_L001_MINLEN-MAXLEN.q25_fixlized.fa	A047CoCpR2	A7	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.051	0.015556349186104	0.096	0.00424264068711929	0.853	0.0197989898732233	NA	NA
S_55	A048CoCpR2_S296_L001_MINLEN-MAXLEN.q25_fixlized.fa	A048CoCpR2	A8	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.0205	0.00494974746830583	0.119	0.00707106781186547	0.8605	0.00212132034355964	NA	NA
S_56	A049CoCpR2_S297_L001_MINLEN-MAXLEN.q25_fixlized.fa	A049CoCpR2	A9	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.0435	0.00494974746830583	0.164	0.00707106781186548	0.7925	0.0120208152801713	NA	NA
S_57	A050CoCpR2_S307_L001_MINLEN-MAXLEN.q25_fixlized.fa	A050CoCpR2	B7	4.5753	R2	water	Cp	sink	x	x	sc_samples	24	no	0.2565	0.00212132034355964	0.095	0.00282842712474619	0.6485	0.000707106781186548	NA	NA
S_58	A051CoCpR2_S308_L001_MINLEN-MAXLEN.q25_fixlized.fa	A051CoCpR2	B8	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.2985	0.0120208152801713	0.1	0.00424264068711928	0.6015	0.00777817459305203	NA	NA
S_59	A052CoCpR2_S309_L001_MINLEN-MAXLEN.q25_fixlized.fa	A052CoCpR2	B9	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.227	0.0127279220613578	0.1085	0.00636396103067893	0.6645	0.00636396103067893	NA	NA
S_60	A053MaNtR2_S319_L001_MINLEN-MAXLEN.q25_fixlized.fa	A053MaNtR2	C7	10	R2	water	Nt	sink	x	x	sc_samples	24	no	0.2285	0.00353553390593274	0.009	0.00282842712474619	0.7625	0.000707106781186548	NA	NA
S_61	A054MaNtR2_S320_L001_MINLEN-MAXLEN.q25_fixlized.fa	A054MaNtR2	C8	10	R2	water	Nt	sink	x	x	sc_samples	24	no	0.249	0.00282842712474619	0.0195	0.000707106781186548	0.7315	0.00212132034355964	NA	NA
S_62	A055MaNtR2_S321_L001_MINLEN-MAXLEN.q25_fixlized.fa	A055MaNtR2	C9	10	R2	water	Nt	sink	x	x	sc_samples	24	no	0.194	0	0.0215	0.00636396103067893	0.7845	0.00636396103067893	NA	NA
S_63	A056MaNtR2_S331_L001_MINLEN-MAXLEN.q25_fixlized.fa	A056MaNtR2	D7	10	R2	water	Nt	sink	x	x	sc_samples	24	no	0.0825	0.0120208152801713	0	0	0.9175	0.0120208152801713	NA	NA
S_64	A057MaNtR2_S332_L001_MINLEN-MAXLEN.q25_fixlized.fa	A057MaNtR2	D8	10	R2	water	Nt	sink	x	x	sc_samples	24	no	0.1305	0.00919238815542513	0	0	0.8695	0.00919238815542513	NA	NA
S_65	A058MaNtR2_S333_L001_MINLEN-MAXLEN.q25_fixlized.fa	A058MaNtR2	D9	10	R2	water	Nt	sink	x	x	sc_samples	24	no	0.6235	0.000707106781186548	0.0195	0.00636396103067893	0.357	0.00565685424949239	NA	NA
S_66	A059MaNtR2_S343_L001_MINLEN-MAXLEN.q25_fixlized.fa	A059MaNtR2	E7	10	R2	water	Nt	sink	x	x	sc_samples	24	no	0.2385	0.00494974746830584	0.016	0.0014142135623731	0.7455	0.00353553390593274	NA	NA
S_67	A060MaNtR2_S344_L001_MINLEN-MAXLEN.q25_fixlized.fa	A060MaNtR2	E8	10	R2	water	Nt	sink	x	x	sc_samples	24	no	0.1425	0.0275771644662754	0.0295	0.00353553390593274	0.828	0.0240416305603426	NA	NA
S_68	A061MaNtR2_S345_L001_MINLEN-MAXLEN.q25_fixlized.fa	A061MaNtR2	E9	10	R2	water	Nt	sink	x	x	sc_samples	24	no	0.116	0.0113137084989848	0.0175	0.000707106781186546	0.8665	0.0120208152801713	NA	NA
S_69	A062MaCpR2_S355_L001_MINLEN-MAXLEN.q25_fixlized.fa	A062MaCpR2	F7	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.331	0.00424264068711929	0.0115	0.000707106781186548	0.6575	0.00353553390593274	NA	NA
S_70	A063MaCpR2_S356_L001_MINLEN-MAXLEN.q25_fixlized.fa	A063MaCpR2	F8	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.2925	0.00494974746830584	0.034	0.0014142135623731	0.6735	0.00636396103067893	NA	NA
S_71	A064MaCpR2_S357_L001_MINLEN-MAXLEN.q25_fixlized.fa	A064MaCpR2	F9	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.342	0	0.022	0.00141421356237309	0.636	0.0014142135623731	NA	NA
S_72	A065MaCpR2_S367_L001_MINLEN-MAXLEN.q25_fixlized.fa	A065MaCpR2	G7	8.5547	R2	water	Cp	sink	x	x	sc_samples	24	no	0.0925	0.00636396103067893	0	0	0.9075	0.00636396103067893	NA	NA
S_73	A066MaCpR2_S368_L001_MINLEN-MAXLEN.q25_fixlized.fa	A066MaCpR2	G8	6.7367	R2	water	Cp	sink	x	x	sc_samples	24	no	0.143	0.0480832611206852	0.002	0.00282842712474619	0.855	0.0452548339959391	NA	NA
S_74	A067MaCpR2_S369_L001_MINLEN-MAXLEN.q25_fixlized.fa	A067MaCpR2	G9	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.1855	0.00353553390593274	0	0	0.8145	0.00353553390593266	NA	NA
S_75	A068MaCpR2_S379_L001_MINLEN-MAXLEN.q25_fixlized.fa	A068MaCpR2	H7	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.193	0.00282842712474619	0.0165	0.00353553390593274	0.7905	0.000707106781186548	NA	NA
S_76	A069MaCpR2_S380_L001_MINLEN-MAXLEN.q25_fixlized.fa	A069MaCpR2	H8	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.195	0.00282842712474619	0.0175	0.00353553390593274	0.7875	0.00636396103067893	NA	NA
S_77	A070MaCpR2_S381_L001_MINLEN-MAXLEN.q25_fixlized.fa	A070MaCpR2	H9	10	R2	water	Cp	sink	x	x	sc_samples	24	no	0.181	0.0014142135623731	0.0155	0.000707106781186548	0.8035	0.00212132034355964	NA	NA
S_78	A071CoNtR3_S298_L001_MINLEN-MAXLEN.q25_fixlized.fa	A071CoNtR3	A10	10	R3	water	Nt	sink	x	x	sc_samples	38	no	0.4655	0.000707106781186548	0.1755	0.00212132034355964	0.359	0.0014142135623731	NA	NA
S_79	A072CoNtR3_S299_L001_MINLEN-MAXLEN.q25_fixlized.fa	A072CoNtR3	A11	10	R3	water	Nt	sink	x	x	sc_samples	38	no	0.422	0.00282842712474619	0.2065	0.00777817459305201	0.3715	0.0106066017177982	NA	NA
S_8	A001CoNtR1_S289_L001_MINLEN-MAXLEN.q25_fixlized.fa	A001CoNtR1	A1	2.7371	R1	water	Nt	sink	x	x	sc_samples	10	no	0.0825	0.00494974746830583	0.3205	0.00212132034355964	0.597	0.00707106781186548	NA	NA
S_80	A073CoNtR3_S300_L001_MINLEN-MAXLEN.q25_fixlized.fa	A073CoNtR3	A12	10	R3	water	Nt	sink	x	x	sc_samples	38	no	0.3945	0.0106066017177982	0.2155	0.00353553390593274	0.39	0.00707106781186548	NA	NA
S_81	A074CoNtR3_S310_L001_MINLEN-MAXLEN.q25_fixlized.fa	A074CoNtR3	B10	10	R3	water	Nt	sink	x	x	sc_samples	38	no	0.2345	0.00777817459305201	0.1235	0.00353553390593274	0.642	0.0113137084989848	NA	NA
S_82	A075CoNtR3_S311_L001_MINLEN-MAXLEN.q25_fixlized.fa	A075CoNtR3	B11	10	R3	water	Nt	sink	x	x	sc_samples	38	no	0.203	0.00707106781186546	0.112	0.00424264068711929	0.685	0.0113137084989847	NA	NA
S_83	A076CoNtR3_S312_L001_MINLEN-MAXLEN.q25_fixlized.fa	A076CoNtR3	B12	10	R3	water	Nt	sink	x	x	sc_samples	38	no	0.219	0.0183847763108503	0.0845	0.000707106781186548	0.6965	0.0176776695296636	NA	NA
S_84	A077CoNtR3_S322_L001_MINLEN-MAXLEN.q25_fixlized.fa	A077CoNtR3	C10	10	R3	water	Nt	sink	x	x	sc_samples	38	no	0.6	0	0	0	0.4	0	NA	NA
S_85	A078CoNtR3_S323_L001_MINLEN-MAXLEN.q25_fixlized.fa	A078CoNtR3	C11	10	R3	water	Nt	sink	x	x	sc_samples	38	no	0.052	0.0014142135623731	0.8645	0.0106066017177982	0.0835	0.0120208152801713	NA	NA
S_86	A079CoCpR3_S334_L001_MINLEN-MAXLEN.q25_fixlized.fa	A079CoCpR3	D10	10	R3	water	Cp	sink	x	x	sc_samples	38	no	0.64	0.0014142135623731	0.001	0.0014142135623731	0.359	0.00282842712474619	NA	NA
S_87	A080CoCpR3_S335_L001_MINLEN-MAXLEN.q25_fixlized.fa	A080CoCpR3	D11	10	R3	water	Cp	sink	x	x	sc_samples	38	no	0.6755	0.000707106781186548	0.02	0.00707106781186548	0.3045	0.00636396103067893	NA	NA
S_88	A081CoCpR3_S336_L001_MINLEN-MAXLEN.q25_fixlized.fa	A081CoCpR3	D12	10	R3	water	Cp	sink	x	x	sc_samples	38	no	0.6125	0.00353553390593274	0.007	0.00989949493661167	0.3805	0.0134350288425444	NA	NA
S_89	A082CoCpR3_S346_L001_MINLEN-MAXLEN.q25_fixlized.fa	A082CoCpR3	E10	10	R3	water	Cp	sink	x	x	sc_samples	38	no	0.3815	0.0134350288425444	0.084	0.0014142135623731	0.5345	0.0120208152801713	NA	NA
S_9	A002CoNtR1_S290_L001_MINLEN-MAXLEN.q25_fixlized.fa	A002CoNtR1	A2	3.2825	R1	water	Nt	sink	x	x	sc_samples	10	no	0.1	0.00282842712474618	0.358	0.00565685424949239	0.542	0.00848528137423858	NA	NA
S_90	A083CoCpR3_S347_L001_MINLEN-MAXLEN.q25_fixlized.fa	A083CoCpR3	E11	10	R3	water	Cp	sink	x	x	sc_samples	38	no	0.402	0.0014142135623731	0.049	0.00424264068711928	0.549	0.00565685424949239	NA	NA
S_91	A084CoCpR3_S348_L001_MINLEN-MAXLEN.q25_fixlized.fa	A084CoCpR3	E12	6.7367	R3	water	Cp	sink	x	x	sc_samples	38	no	0.422	0	0.041	0.00424264068711928	0.537	0.00424264068711929	NA	NA
S_92	A085CoCpR3_S358_L001_MINLEN-MAXLEN.q25_fixlized.fa	A085CoCpR3	F10	10	R3	water	Cp	sink	x	x	sc_samples	38	no	0.434	0.00848528137423858	0.059	0.0113137084989848	0.507	0.00282842712474619	NA	NA
S_93	A086CoCpR3_S359_L001_MINLEN-MAXLEN.q25_fixlized.fa	A086CoCpR3	F11	10	R3	water	Cp	sink	x	x	sc_samples	38	no	0.455	0.00282842712474619	0.0535	0.00212132034355964	0.4915	0.000707106781186548	NA	NA
S_94	A087CoCpR3_S360_L001_MINLEN-MAXLEN.q25_fixlized.fa	A087CoCpR3	F12	10	R3	water	Cp	sink	x	x	sc_samples	38	no	0.385	0.0127279220613579	0.067	0.0014142135623731	0.548	0.014142135623731	NA	NA
S_95	A088MaNtR3_S370_L001_MINLEN-MAXLEN.q25_fixlized.fa	A088MaNtR3	G10	10	R3	water	Nt	sink	x	x	sc_samples	38	no	0.2055	0.00353553390593272	0.013	0.0014142135623731	0.7815	0.00212132034355964	NA	NA
S_96	A089MaNtR3_S371_L001_MINLEN-MAXLEN.q25_fixlized.fa	A089MaNtR3	G11	10	R3	water	Nt	sink	x	x	sc_samples	38	no	0.1825	0.00636396103067891	0.0095	0.000707106781186547	0.808	0.00707106781186548	NA	NA
S_97	A090MaNtR3_S372_L001_MINLEN-MAXLEN.q25_fixlized.fa	A090MaNtR3	G12	5.7469	R3	water	Nt	sink	x	x	sc_samples	38	no	0.166	0.00707106781186548	0.012	0.00282842712474619	0.822	0.00424264068711929	NA	NA
S_98	A091MaNtR3_S382_L001_MINLEN-MAXLEN.q25_fixlized.fa	A091MaNtR3	H10	10	R3	water	Nt	sink	x	x	sc_samples	38	no	0.205	0.00707106781186546	0.094	0.0014142135623731	0.701	0.00565685424949239	NA	NA
S_99	A092MaNtR3_S383_L001_MINLEN-MAXLEN.q25_fixlized.fa	A092MaNtR3	H11	10	R3	water	Nt	sink	x	x	sc_samples	38	no	0.2175	0.00494974746830584	0.1175	0.0106066017177982	0.665	0.00565685424949239	NA	NA
