id	project	name	bps	sequences	biome	feature	material	enviroment&nbsp;package	sequencing&nbsp;type	location	avg&nbsp;seq&nbsp;length		select
4440970.3	Guerrero Negro Metagenomes	Guerrero Negro 6-10mm	9864533	15060	microbial mat	microbial mat	microbial mat	unknown	WGS	Exportadora de Sal saltworks, Guerrero Negro, Baja California Sur, Mexico	655.015	public	
4440968.3	Guerrero Negro Metagenomes	Guerrero Negro 10-22mm	8017278	12693	microbial mat	microbial mat	microbial mat	unknown	WGS	Exportadora de Sal saltworks, Guerrero Negro, Baja California Sur, Mexico	631.630	public	
4440971.3	Guerrero Negro Metagenomes	Guerrero Negro 22-34mm	8382678	12528	microbial mat	microbial mat	microbial mat	unknown	WGS	Exportadora de Sal saltworks, Guerrero Negro, Baja California Sur, Mexico	669.115	public	
4440972.3	Guerrero Negro Metagenomes	Guerrero Negro 34-49mm	7240715	11637	microbial mat	microbial mat	microbial mat	unknown	WGS	Exportadora de Sal saltworks, Guerrero Negro, Baja California Sur, Mexico	622.215	public	
4440973.3	Peru Margin Subseafloor Biosphere	1229_16mbsf_AMPLIFIED	13834930	135726	sediment	sediment	sediment	unknown	WGS	Ocean Drilling Program leg 201, site 1229	101.933	public	
4440984.3	Jeffries et al PLoS One	Australian Coorong lowest salinity murray mouth 36psu M1	17914131	77061	estuarine biome	marine benthic feature	sandy sediment	sediment	WGS	Coorong Lagoon	232.467	public	
4441020.3	Jeffries et al PLoS One	Australian Coorong medium salinity 105psu M2	27296551	115960	estuarine biome	marine benthic feature	sandy sediment	sediment	WGS	Coorong Lagoon	235.396	public	
4441021.3	Jeffries et al PLoS One	Australian Coorong medium high salinity 132psu M3	29952599	128907	estuarine biome	marine benthic feature	sandy sediment	sediment	WGS	Coorong Lagoon	232.358	public	
4441022.3	Jeffries et al PLoS One	Australian Coorong high salinity 136psu M4	28906111	124220	estuarine biome	marine benthic feature	sandy sediment	sediment	WGS	Coorong Lagoon	232.701	public	
4441025.3	Mediterranean Bathypelagic Habitat	Mediterranean Bathypelagic Habitat	7203198	9048	marine habitat	marine habitat	marine habitat	water	WGS	Ionian Km3 station	796.109	public	
4441026.3	unknown	Chesapeake Bay Virioplankton	3920016	5641	unknown	unknown	unknown	unknown	WGS	unknown	694.915	public	
4441050.3	Marine NaCl-Saturated Brine Metagenome	Marine NaCl-Saturated Brine	2380900	2947	extreme habitat ; hypersaline	extreme habitat ; hypersaline	extreme habitat ; hypersaline	water	WGS	crystallizer pond CR30 in the multi-pond saltern "Bras del Port" located in Santa Pola	807.906	public	
4441051.3	Microbial Community Genomics at the HOT/ALOHA	HOT/ALOHA - Upper Euphotic 10m	7482653	7838	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	954.664	public	
4441055.3	Microbial Community Genomics at the HOT/ALOHA	HOT/ALOHA - Base of Chlorophyll Maximum 130m	6091740	6797	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	896.240	public	
4441041.3	Microbial Community Genomics at the HOT/ALOHA	HOT/ALOHA - Below Base of Euphotic Zone 200m	7829627	8276	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	946.064	public	
4441056.3	Microbial Community Genomics at the HOT/ALOHA	HOT/ALOHA - Deep Abyss 4000m	11028802	11223	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	982.696	public	
4441057.3	Microbial Community Genomics at the HOT/ALOHA	HOT/ALOHA - Well Below Upper Mesopelagic 500m	8764614	9017	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	972.010	public	
4441057.4	Microbial Community Genomics at the HOT/ALOHA	HOT/ALOHA - Upper Euphotic 70m	10828356	10992	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	985.112	public	
4441062.3	Microbial Community Genomics at the HOT/ALOHA	HOT/ALOHA - Core of Dissolved Oxygen Minimum Layer 770m	11811596	11478	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	1029.064	public	
4441095.3	Viral Metagenome from Terrestrial Hot Springs	Terrestrial Hot Springs - Bearpaw	8270842	8352	hot spring	hot spring	hot spring	water	WGS	Yellowstone Natl Park	990.283	public	
4441096.3	Viral Metagenome from Terrestrial Hot Springs	Terrestrial Hot Springs - Octopus	22557192	22272	hot spring	hot spring	hot spring	water	WGS	Yellowstone Natl Park	1012.805	public	
4441091.3	Waseca County Farm Soil Metagenome	Waseca Farm Soil	154475569	138347	soil	soil	soil	soil	WGS	Farm in Waseca County, Minnesota.	1116.581	public	
4441092.3	Phosphorus Removing (EBPR) Sludge Community	Australian Phosphorus Removing (EBPR) Sludge	100273005	96563	sludge	sludge	sludge	unknown	WGS	Thornside Sewage Treatment Plant	1038.421	public	
4441093.3	Phosphorus Removing (EBPR) Sludge Community	US Phosphorus Removing (EBPR) Sludge	120938054	127953	sludge	sludge	sludge	unknown	WGS	Nine Springs Wastwater Treatment Plant, Madison, WI	945.176	public	
4441102.3	Alvinella Pompejana Epibiont Metagenome	Alvinella Pompejana Epibiont	290371756	293065	hydrothermal vent	hydrothermal vent	hydrothermal vent	water	WGS	Black smoker chimneys on East Pacific Rise	990.810	public	
4441137.3	Acid Mine Drainage Metagenome	5-Way (CG) Acid Mine Drainage Biofilm	181571516	180713	mine drainage	mine drainage	mine drainage	unknown	WGS	Richmond Mine, Iron Mountain, CA	1004.751	public	
4441138.3	Acid Mine Drainage Metagenome	UBA Acid Mine Drainage Biofilm	144206508	138453	mine drainage ; microbial mat	mine drainage ; microbial mat	mine drainage ; microbial mat	built environment	WGS	Richmond Mine, Iron Mountain, CA	1041.556	public	
4441121.3	Global Ocean Sampling Expedition	GS050 Shotgun - Coral Atoll - Polynesia Archipelagos - Tikehau Lagoon - Fr. Polynesia	755429	715	marine habitat	marine habitat	marine habitat	water	WGS	Polynesia Archipelagos - Tikehau Lagoon	1056.544	public	
4441124.3	Global Ocean Sampling Expedition	GS038 Shotgun - Open Ocean - Tropical South Pacific - Tropical South Pacific - International	787340	741	marine habitat	marine habitat	marine habitat	water	WGS	Tropical South Pacific	1062.537	public	
4441125.3	Global Ocean Sampling Expedition	GS040 Shotgun - Open Ocean - Tropical South Pacific - Tropical South Pacific - International	772365	736	marine habitat	marine habitat	marine habitat	water	WGS	Tropical South Pacific	1049.409	public	
4441126.3	Global Ocean Sampling Expedition	GS041 Shotgun - Open Ocean - Tropical South Pacific - Tropical South Pacific - International	739958	678	marine habitat	marine habitat	marine habitat	water	WGS	Tropical South Pacific	1091.383	public	
4441127.3	Global Ocean Sampling Expedition	GS042 Shotgun - Open Ocean - Tropical South Pacific - Tropical South Pacific - International	788466	699	marine habitat	marine habitat	marine habitat	water	WGS	Tropical South Pacific	1127.991	public	
4441128.3	Global Ocean Sampling Expedition	GS043 Shotgun - Open Ocean - Tropical South Pacific - Tropical South Pacific - International	789468	711	marine habitat	marine habitat	marine habitat	water	WGS	Tropical South Pacific	1110.363	public	
4441129.3	Global Ocean Sampling Expedition	GS044 Shotgun - Open Ocean - Tropical South Pacific - 600 miles from F. Polynesia - International	714813	678	marine habitat	marine habitat	marine habitat	water	WGS	Tropical South Pacific - 600 miles from F. Polynesia	1054.296	public	
4441130.3	Global Ocean Sampling Expedition	GS045 Shotgun - Open Ocean - Tropical South Pacific - 400 miles from F. Polynesia - International	796793	730	marine habitat	marine habitat	marine habitat	water	WGS	Tropical South Pacific - 400 miles from F. Polynesia	1091.497	public	
4441131.3	Global Ocean Sampling Expedition	GS046 Shotgun - Open Ocean - Tropical South Pacific - 300 miles from F. Polynesia - International	683240	626	marine habitat	marine habitat	marine habitat	water	WGS	Tropical South Pacific - 300 miles from F. Polynesia	1091.438	public	
4441132.3	Global Ocean Sampling Expedition	MOVE858 Shotgun - Estuary - North American East Coast - Chesapeake Bay, MD - USA	11657770	11496	marine habitat	marine habitat	marine habitat	water	WGS	Chesapeake Bay, MD	1014.072	public	
4441139.3	Global Ocean Sampling Expedition	GS108a Shotgun - Lagoon Reef - Indian Ocean - Coccos Keeling, Inside Lagoon - Australia	50890568	51788	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - Coccos Keeling, Inside Lagoon	982.671	public	
4441133.3	Global Ocean Sampling Expedition	GS108b Shotgun - Lagoon Reef - Indian Ocean - Coccos Keeling, Inside Lagoon - Australia	53530124	49595	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - Coccos Keeling, Inside Lagoon	1079.345	public	
4441134.3	Global Ocean Sampling Expedition	GS110b Shotgun - Open Ocean - Indian Ocean - Indian Ocean - International	53607277	49597	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean	1080.857	public	
4441135.3	Global Ocean Sampling Expedition	GS120 Shotgun - Open Ocean - Indian Ocean - Madagascar Waters - Madagascar	45710196	46052	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - Madagascar Waters	992.578	public	
4441139.4	Global Ocean Sampling Expedition	GS122b Shotgun - Open Ocean - Indian Ocean - International waters between Madagascar and South Africa - International	52667848	50096	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - International waters between Madagascar and South Africa	1051.338	public	
4441136.3	Global Ocean Sampling Expedition	GS039 Shotgun - Open Ocean - Tropical South Pacific - Tropical South Pacific - International	866795	759	marine habitat	marine habitat	marine habitat	water	WGS	Tropical South Pacific	1142.022	public	
4441143.3	Global Ocean Sampling Expedition	GS009 Shotgun - Coastal - North American East Coast - Block Island, NY - USA	84327514	79303	marine habitat	marine habitat	marine habitat	water	WGS	Block Island, NY	1063.358	public	
4441144.3	Global Ocean Sampling Expedition	GS010 Shotgun - Coastal - North American East Coast - Cape May, NJ - USA	82424426	78304	marine habitat	marine habitat	marine habitat	water	WGS	Cape May, NJ	1052.621	public	
4441145.3	Global Ocean Sampling Expedition	GS037 Shotgun - Open Ocean - Eastern Tropical Pacific - Equatorial Pacific TAO Buoy - International	68651473	65670	marine habitat	marine habitat	marine habitat	water	WGS	Equatorial Pacific TAO Buoy	1045.401	public	
4441146.3	Global Ocean Sampling Expedition	GS047 Shotgun - Open Ocean - Tropical South Pacific - 201 miles from F. Polynesia - French Polynesia	68340256	66023	marine habitat	marine habitat	marine habitat	water	WGS	Tropical South Pacific - 201 miles from F. Polynesia	1035.098	public	
4441167.3	Global Ocean Sampling Expedition	GS048b Shotgun - Coral Reef - Polynesia Archipelagos - Moorea, Cooks Bay - Fr. Polynesia	50969448	47692	marine habitat	marine habitat	marine habitat	water	WGS	Polynesia Archipelagos - Moorea, Cooks Bay	1068.721	public	
4441155.3	Global Ocean Sampling Expedition	GS109 Shotgun - Open Ocean - Indian Ocean - Indian Ocean - International	62752349	59813	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean	1049.142	public	
4441156.3	Global Ocean Sampling Expedition	GS111 Shotgun - Open Ocean - Indian Ocean - Indian Ocean - International	62072289	59080	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean	1050.648	public	
4441147.3	Global Ocean Sampling Expedition	GS112b Shotgun - Open Ocean - Indian Ocean - Indian Ocean - International	55638894	52118	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean	1067.556	public	
4441150.3	Global Ocean Sampling Expedition	GS115 Shotgun - Open Ocean - Indian Ocean - Indian Ocean - International	64230062	61020	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean	1052.607	public	
4441149.3	Global Ocean Sampling Expedition	GS116 Shotgun - Open Ocean - Indian Ocean - Outside Seychelles, Indian Ocean - Seychelles	64223447	60932	marine habitat	marine habitat	marine habitat	water	WGS	Outside Seychelles, Indian Ocean	1054.018	public	
4441148.3	Global Ocean Sampling Expedition	GS117b Shotgun - Coastal sample - Indian Ocean - St. Anne Island, Seychelles - Seychelles	54752102	50609	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - St. Anne Island, Seychelles	1081.865	public	
4441151.3	Global Ocean Sampling Expedition	GS119 Shotgun - Open Ocean - Indian Ocean - International Water Outside of Reunion Island - International	65055874	60987	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - International Water Outside of Reunion Island	1066.717	public	
4441152.3	Global Ocean Sampling Expedition	GS004 Shotgun - Coastal - North American East Coast - Outside Halifax, Nova Scotia - Canada	56922096	52959	marine habitat	marine habitat	marine habitat	water	WGS	Outside Halifax, Nova Scotia	1074.833	public	
4441153.3	Global Ocean Sampling Expedition	GS007 Shotgun - Coastal - North American East Coast - Northern Gulf of Maine - Canada	55430960	50980	marine habitat	marine habitat	marine habitat	water	WGS	Northern Gulf of Maine	1087.308	public	
4441185.3	Metagenomic Profiling of a Microbial Assemblage Associated with the California Mussel: A Node in Networks of Carbon and Nitrogen Cycling	Pool Mussels	32521684	166828	marine biome	marine habitat	biosolids	host-associated	WGS	Main Beach site of Tatoosh Island,located in the eastern Pacific 0.7 km off the northwestern tip of Washington State	194.941	public	
4441191.3	Metagenomic Profiling of a Microbial Assemblage Associated with the California Mussel: A Node in Networks of Carbon and Nitrogen Cycling	Bench Mussels	32559402	146469	marine biome	marine habitat	biosolids	host-associated	WGS	Main Beach site of Tatoosh Island,located in the eastern Pacific 0.7 km off the northwestern tip of Washington State	222.296	public	
4441205.3	phyllosphere microbiota	Soybean phyllosphere	130582567	523769	terrestrial biome	plant-associated habitat	organic material	plant-associated	WGS	Effretikon	249.313	public	
4441214.3	Project for: 308_1	308_1	52638782	270730	sediment	sediment	sediment	unknown	WGS	Gulf of Mexico	194.433	public	
4441215.3	Project for: 308_1	308_2	52852345	275397	marine bathyal zone biome	abyssal plain	marine sediment	sediment	WGS	Gulf of Mexico	191.913	public	
4441347.3	Comparative metagenomics of two microbial mats at Cuatro Cienegas basin	Green Mat Pozas Azules Cuatro Cienegas Coahuila, Mexico (contig)	11330942	49525	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	WGS	Cuatro Cienegas	228.792	public	
4441363.3	Comparative metagenomics of two microbial mats at Cuatro Cienegas basin	Green Mat Pozas Azules Cuatro Cienegas Coahuila, Mexico (reads)	87175739	430449	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	WGS	Cuatro Cienegas	202.523	public	
4441558.3	unknown	S89	9411696	42534	unknown	unknown	unknown	unknown	WGS	unknown	221.275	public	
4441568.3	Global Ocean Sampling Expedition	GS119 Shotgun - Open Ocean - Indian Ocean - International Water Outside of Reunion Island - International	65055874	60987	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - International Water Outside of Reunion Island	1066.717	public	
4441570.3	Global Ocean Sampling Expedition	GS000a Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 11 - Bermuda	658755696	644551	marine habitat	marine habitat	marine habitat	water	WGS	Sargasso Sea	1022.038	public	
4441571.3	Global Ocean Sampling Expedition	GS000a Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 13 - Bermuda	658755696	644551	marine habitat	marine habitat	marine habitat	water	WGS	Sargasso Sea	1022.038	public	
4441573.3	Global Ocean Sampling Expedition	GS000b Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 13 - Bermuda	321026307	317180	marine habitat	marine habitat	marine habitat	water	WGS	Sargasso Sea	1012.127	public	
4441574.3	Global Ocean Sampling Expedition	GS000c Shotgun - Open Ocean - Sargasso Sea - Sargasso Stations 3 - Bermuda	371688861	368835	marine habitat	marine habitat	marine habitat	water	WGS	Sargasso Sea	1007.738	public	
